date,author,old_ticker,new_ticker,company_name,reasoning,processed_at
2021-09-13,Hanseatc,SGI.,SGI._UNKNOWN,SUPERIOR GOLD INC,"No results appear to match the company name 'SUPERIOR GOLD INC' and ticker 'SGI.' The list of results is empty, indicating there are no known matches for this query.",2025-02-08 13:24:06.037158
2021-09-13,phn19,CHKEL,CS1.BE,CHESAPEAKE ENERGY CORP,"The best matching ticker is 'CS1.BE', listed as 'Chesapeake Energy Corp' on the BER exchange. Among the options available, BER is the largest exchange, and it directly matches the company name 'Chesapeake Energy Corp'.",2025-02-08 13:24:06.037158
2021-09-11,phn19,FPAC,FPAC.DE,FAR PEAK ACQUISITION CORP,"Among the options, 'FPAC.DE' is the only ticker symbol closely related to the given 'FPAC'. Though there is no specific name provided, it is listed on the GER exchange, which might be the largest and main one for this ticker. The other options are either unrelated funds or have different ticker symbols.",2025-02-08 13:24:06.037158
2021-09-10,Jumpman23,ART,9B5.F,AIRTASKER LTD,"The ticker '9B5.F' on the Frankfurt Stock Exchange (FRA) matches 'Airtasker Limited'. There was no matching ticker 'ART', making '9B5.F' the best available match for 'AIRTASKER LTD'.",2025-02-08 13:24:06.037158
2021-09-10,4maps,BDSI,BDSI_UNKNOWN,BIODELIVERY SCIENCES INTL,"There were no results provided to match against the company name 'BIODELIVERY SCIENCES INTL' and ticker 'BDSI'. Therefore, it is not possible to select a matching ticker.",2025-02-08 13:24:06.037158
2021-09-09,puppyeh,PBIT,PBIT.CN,Posabit Systems,"PBIT.CN is listed on CNQ, which is a larger exchange compared to OQX. The company name matches exactly with 'POSaBIT Systems Corporation', and it aligns with the provided ticker, 'PBIT'. This suggests that PBIT.CN is the best match.",2025-02-08 13:24:06.037158
2021-09-09,azia1621,U.UN,U.UN_UNKNOWN,SPROTT PHYSICAL URNM TRS FD,"There were no results to match the company 'SPROTT PHYSICAL URNM TRS FD'. Hence, returning 'U.UN_UNKNOWN' as no ticker appears to match.",2025-02-08 13:24:06.037158
2021-09-09,Dr1004,OCDO:LN,OCDO.L,Ocado Group,"The original ticker 'OCDO:LN' points to a listing on the London Stock Exchange (LSE). The matching result 'OCDO.L' represents the same company, Ocado Group plc, and is listed on the LSE. This is the largest exchange available among the results given, making it the best match.",2025-02-08 13:24:06.037158
2021-09-09,queegs,SBVV.SI,S61.SI,SBS Transit,"The ticker 'S61.SI' on the SES exchange matches the company name 'SBS Transit Ltd', indicating it's likely the correct and current ticker for SBS Transit. The original given ticker 'SBVV.SI' does not appear in the results.",2025-02-08 13:24:06.037158
2021-09-08,andrew152,TBRD.,THBRF,THUNDERBIRD ENTERTAINMENT GR,"The best match based on the largest exchange is THBRF, which is listed on the OQX (OTC Markets). While others like TBRD.V are listed on smaller exchanges like Venue (VAN), the OTC Markets (OQX) is generally considered larger and more recognized.",2025-02-08 13:24:06.037158
2021-09-08,todd1123,GTTN,GTTN_UNKNOWN,GTT COMMUNICATIONS INC,"No ticker options were provided to match against the company name 'GTT COMMUNICATIONS INC' and ticker 'GTTN'. Therefore, the best decision is to return 'GTTN_UNKNOWN'.",2025-02-08 13:24:06.037158
2021-09-07,jwilliam903,KLR,KLR_UNKNOWN,KALEYRA INC,"No tickers were provided to match against 'KALEYRA INC', therefore returning 'KLR_UNKNOWN' as no matches are possible.",2025-02-08 13:24:06.037158
2021-09-06,paulallen,AVID,AVID_UNKNOWN,Avid Technology,"No ticker options were provided to match against the company 'Avid Technology', hence no matches can be made.",2025-02-08 13:24:06.037158
2021-09-01,trev62,CSP,PRIVATE,Countryside Properties,"None of the provided results match the company 'Countryside Properties', which suggests it might have been privatised. The tickers refer to other entities or financial products.",2025-02-08 13:24:06.037158
2021-09-01,abra399,MNR,MNR_UNKNOWN,Monmouth Real Estate Investment Corporation,No matching tickers were found in the list provided.,2025-02-08 13:24:06.037158
2021-09-01,Whiplight,PRTY,PRTY_UNKNOWN,PARTY CITY HOLDCO INC,No ticker results available to match 'PARTY CITY HOLDCO INC'. Returning 'PRTY_UNKNOWN' to indicate lack of matching data.,2025-02-08 13:24:06.037158
2021-09-01,Extreme-mispricings,AAMC,AAMCF,ALTISOURCE ASSET MGMT CORP,"The company name 'Altisource Asset Management Corporation' matches closely with 'ALTISOURCE ASSET MGMT CORP'. There is a corresponding ticker symbol 'AAMCF' available, listed on the OTC Markets (OEM) exchange. Although OEM is not the largest exchange, it is the one where the matching name appears. None of the other tickers on larger exchanges seem to match the company name closely.",2025-02-08 13:24:06.037158
2021-08-31,spike945,LN,CRL.L,Creightons Plc,"The best matching ticker for 'Creightons Plc' is 'CRL.L', which is listed on the London Stock Exchange (LSE). This exchange is larger compared to the other options, and the ticker directly matches the name 'Creightons Plc'. No PRIVATE or LN_UNKNOWN status applies.",2025-02-08 13:24:06.037158
2021-08-30,todd1123,TL,TL_UNKNOWN,Gulf Finance LLC,"There are no results to match against the company 'Gulf Finance LLC'. As a result, the default response is 'TL_UNKNOWN'.",2025-02-08 13:24:06.037158
2021-08-28,gemintherough,DOAS:TI,DOAS.IS,Dogus Otomotiv,"The ticker 'DOAS.IS' matches the company name 'Dogus Otomotiv Servis ve Ticaret A.S.', which aligns closely with 'Dogus Otomotiv'. It is listed on the Borsa İstanbul (IST), which is the largest exchange in Turkey and matches the expected context for this company, as indicated by the original ticker suffix 'TI' for Turkey.",2025-02-08 13:24:06.037158
2021-08-26,treetop333,NLS,NLS_UNKNOWN,NAUTILUS INC,"There are no results to match the given company 'NAUTILUS INC' with the ticker 'NLS', indicating the ticker information is unknown or unavailable.",2025-02-08 13:24:06.037158
2021-08-25,uncleM,AFI,AFIIQ,ARMSTRONG FLOORING INC,"The ticker 'AFIIQ' is the best match for 'Armstrong Flooring, Inc.' and matches the company's name exactly. It is listed on the OEM exchange.",2025-02-08 13:24:06.037158
2021-08-25,investor8888,ID,KYGAL.XC,KERRY GROUP PLC,"'KYGAL.XC' on the CXE exchange was selected because it is a matching entry for 'Kerry Group plc', and CXE is typically a larger exchange compared to others listed like FRA, PNK, and MUN.",2025-02-08 13:24:06.037158
2021-08-24,perspicar744,SS,VEFAB.ST,VEF AB,"VEFAB.ST represents 'VEF AB (publ)' listed on the Stockholm Stock Exchange (STO), which is the largest exchange among the mentioned options. The name and ticker align closely with the company name provided.",2025-02-08 13:24:06.037158
2021-08-23,JB824,CDR,CDR.WA,CD Projekt SA,"CDR.WA matches the company name 'CD Projekt S.A.' exactly and is listed on the WSE, which is the Warsaw Stock Exchange, a major exchange in Poland. This makes it the best match for CD Projekt SA, a Polish company. None of the other options match the company name or the CDR ticker.",2025-02-08 13:24:06.037158
2021-08-22,andrew152,MDA.,MDA.TO,MDA LTD,"The symbol 'MDA.TO' represents 'MDA Space Ltd.', which is the closest match to 'MDA LTD' among the given options. Additionally, it is listed on the Toronto Stock Exchange (TOR), which is a major exchange.",2025-02-08 13:24:06.037158
2021-08-19,SwissBear,kap,KAP.IL,Khazatomprom,"The best matching ticker is 'KAP.IL' which belongs to 'National Atomic Company Kazatomprom JSC'. It matches closely with the company name 'Khazatomprom', and 'KAP.IL' being listed on the IOB is likely a major exchange. No other ticker resembles the company name as closely or is listed on a larger exchange.",2025-02-08 13:24:06.037158
2021-08-18,bigvic,RCII,RAC.DU,RENT-A-CENTER INC,"Both RAC.DU and RAC.SG match the company name 'Rent-A-Center Inc'. I selected RAC.DU as it is listed on the Dusseldorf Stock Exchange (DUS), which is a larger exchange compared to the Stuttgart Stock Exchange (STU) based on trading volume and market reach.",2025-02-08 13:24:06.037158
2021-08-17,miser861,MEGACPO,MEGACPO.MX,Megacable Holdings,"The ticker MEGACPO.MX listed on the MEX exchange matches the company name 'Megacable Holdings' exactly and is listed on a larger exchange compared to MHSDF on the PNK exchange. Thus, it's the best match.",2025-02-08 13:24:06.037158
2021-08-17,savvystockguy,VWE,VWESQ,VINTAGE WINE ESTATES INC,"The only available ticker is 'VWESQ' for Vintage Wine Estates, Inc. on the OEM exchange. Since there is no information indicating that the company is private or a better matching ticker, 'VWESQ' is selected as the best match.",2025-02-08 13:24:06.037158
2021-08-16,dman976,BCOR,BCOR_UNKNOWN,BLUCORA INC,"There are no ticker results to match with the company name 'BLUCORA INC'. The company may have changed its name, been delisted, or there might be a typographical error in data retrieval.",2025-02-08 13:24:06.037158
2021-08-12,aa123,CIX.,CIX.TO,CI FINANCIAL CORP,"The ticker 'CIX.TO' matches the company name 'CI Financial Corp.' and is listed on the Toronto Stock Exchange (TOR), which is larger and more prominent than the DUS or FRA exchanges where other matching entries are found.",2025-02-08 13:24:06.037158
2021-08-12,Va1ueJunkie,AT,AT_UNKNOWN,Epsilon Net,"No matching tickers were found for 'Epsilon Net', hence it is not possible to determine the correct ticker.",2025-02-08 13:24:06.037158
2021-08-12,david101,MLVF,MLVF_UNKNOWN,MALVERN BANCORP INC,"No results were provided, so no match can be found for the company 'MALVERN BANCORP INC'. Returning 'MLVF_UNKNOWN' as there are no options to evaluate.",2025-02-08 13:24:06.037158
2021-08-11,JSTC,TUEM,TUEM_UNKNOWN,TUESDAY MORNING CORP,"There are no matching results available for the company 'TUESDAY MORNING CORP' or the ticker 'TUEM'. Thus, TUEM_UNKNOWN is returned as the best selection.",2025-02-08 13:24:06.037158
2021-08-11,Par03,AZA,AZA_UNKNOWN,Avanza,"All the matched results are mutual funds or products associated with Avanza on the Stockholm Exchange (STO), not the direct company listing itself. None of these options directly correspond to a public company listing for 'Avanza' with the ticker 'AZA'. Therefore, the ticker remains unknown based on the provided results.",2025-02-08 13:24:06.037158
2021-08-10,udaman,FTSI,FTSI_UNKNOWN,FTS INTERNATIONAL INC,"There are no ticker results provided for FTS INTERNATIONAL INC, so it seems there is no match available.",2025-02-08 13:24:06.037158
2021-08-09,algonquin222,YSACW,YSACW_UNKNOWN,YELLOWSTONE ACQUISI CO -REDH,"No matching ticker results were provided, so the best match cannot be determined. As such, the ticker is unknown.",2025-02-08 13:24:06.037158
2021-08-08,beethoven,GR,KSB3.DU,KSB,The company name 'KSB' matches with 'KSB SE & Co KGaA'. The largest exchange where KSB SE & Co KGaA is listed is the Deutsche Börse (DU) as represented by the ticker 'KSB3.DU'. The LSE listings are also present but are not larger than DU in this context.,2025-02-08 13:24:06.037158
2021-08-06,avalon216,SHVA,SHVA.TA,Automatic Bank Services,"The company 'Automatic Bank Services Limited' with the ticker 'SHVA.TA' is listed on the TLV exchange, which is typically larger than the PNK exchange. Thus, it seems to be the most appropriate match.",2025-02-08 13:24:06.037158
2021-08-03,veki282,FTCH,FTCH_UNKNOWN,FARFETCH LTD,There are no ticker results provided to select from.,2025-02-08 13:24:06.037158
2021-08-03,BigbetBarmouth,IGG,IGG.L,IG Group,"The ticker IGG.L is listed on the LSE (London Stock Exchange), which is typically considered a major exchange for UK companies like IG Group Holdings plc. Other options are listed on smaller exchanges or are not applicable to the company in question.",2025-02-08 13:24:06.037158
2021-08-02,moneytr33,2497,2497.T,UNITED Inc.,"The ticker '2497.T' is listed on JPX, which stands for the Japan Exchange Group, a major stock exchange. This matches the company name 'UNITED Inc.' and is the only result that directly correlates with the given ticker '2497'.",2025-02-08 13:24:06.037158
2021-08-01,Rulon Gardner,GRSVW,GRSVW_UNKNOWN,GORES HOLDINGS V INC,No matching results were provided for analysis.,2025-02-08 13:24:06.037158
2021-07-30,huqiu,INS,INS_UNKNOWN,INTELLIGENT SYSTEM CORP,No results are available to match with the provided company name or ticker.,2025-02-08 13:24:06.037158
2021-07-29,Motherlode,SLCA,SLCA_UNKNOWN,U.S. Silica Holdings,"No results were returned, so no tickers are available for selection.",2025-02-08 13:24:06.037158
2021-07-29,virtualodin,LN,BATS.L,British American Tobacco,"The ticker 'BATS.L' listed on the London Stock Exchange (LSE) is selected because 'LN' often refers to companies listed on the LSE, and it's the largest exchange available among the options.",2025-02-08 13:24:06.037158
2021-07-28,bdad,4185,4185_UNKNOWN,JSR,"None of the provided ticker results match the company name 'JSR'. The tickers listed are for different entities or lack sufficient information to confidently match with 'JSR'. Additionally, the original ticker '4185' does not correspond with any of the given results, leaving no apparent match indicative of JSR corporation.",2025-02-08 13:24:06.037158
2021-07-27,Ray Palmer,GFP.RT,GFP.RT_UNKNOWN,Greenfirst (rights),"No results are available to evaluate, so the best matching ticker is unknown.",2025-02-08 13:24:06.037158
2021-07-27,Supernova,ELYGF,ELYGF_UNKNOWN,ELY GOLD ROYALTIES INC,"No matching ticker results were provided, so no assessment can be made. Returning ELYGF_UNKNOWN.",2025-02-08 13:24:06.037158
2021-07-25,hack731,GIGA,GIGAQ,GIGA-TRONICS INC,"The company name 'GIGA-TRONICS INC' closely matches 'GIGAQ', although it does not have a company name listed, it is on the exchange OEM. Other ticker symbols refer to entirely different companies or exchanges not likely relevant to the original query.",2025-02-08 13:24:06.037158
2021-07-25,GoAnywhereGuy,EQLS,EQLS.L,Equals Group PLC,"The best match is 'EQLS.L' listed on the LSE (London Stock Exchange), which is the largest exchange available in the results. The company name 'Equals Group plc' matches closely, and the ticker 'EQLS' aligns with the provided ticker.",2025-02-08 13:24:06.037158
2021-07-24,cloudology,MCL,MCL_UNKNOWN,Morses Club PLC,"There are no ticker results provided to match against 'Morses Club PLC', so the result is unknown.",2025-02-08 13:24:06.037158
2021-07-21,honeycreek,2318,601318.SS,Ping An Insurance Group,"The largest exchange available for Ping An Insurance Group is the Shanghai Stock Exchange (SHH) with the ticker 601318.SS, which is generally considered larger than the Hong Kong Stock Exchange (HKG) for its domestic companies. The ticker 2318.HK is also a valid match on the Hong Kong Stock Exchange but the Shanghai listing is selected as the largest exchange in China that represents the company.",2025-02-08 13:24:06.037158
2021-07-20,levcap65,1810,81810.HK,Xiaomi Corp,"The ticker '81810.HK' is listed on the HKG (Hong Kong Stock Exchange), which is typically larger and more significant than other exchanges like PNK (Pink Sheets OTC) or SET (Stock Exchange of Thailand) and FRA (Frankfurt Stock Exchange). This makes it the most relevant choice among the provided options.",2025-02-08 13:24:06.037158
2021-07-20,Hanseatc,MLX,MLX.AX,Metals X,"The best matching ticker is 'MLX.AX' because it matches the company name 'Metals X Limited' exactly and is listed on the ASX exchange, which is generally larger than HAM and PNK. Other results either don't match the name exactly or are on smaller exchanges.",2025-02-08 13:24:06.037158
2021-07-20,lordbeaverbrook,SI30,SI30_UNKNOWN,Series I Bond,"There are no matching tickers provided in the list of results, hence returning 'SI30_UNKNOWN' as per instructions.",2025-02-08 13:24:06.037158
2021-07-20,Artz0423,ID,ID_UNKNOWN,"PARTSiD, Inc.","The only available ticker, 'GSAT', does not match the company name 'PARTSiD, Inc.' or the provided ticker 'ID'. Therefore, the appropriate decision is ID_UNKNOWN as no results sufficiently match the given information.",2025-02-08 13:24:06.037158
2021-07-20,styx1003,AGTC,AGTC_UNKNOWN,APPLIED GENETIC TECHNOLOGIES,"Since there are no results provided to match against, the best option is to return AGTC_UNKNOWN.",2025-02-08 13:24:06.037158
2021-07-20,bdools2,MOTR,MOTR.L,Motorpoint,"The ticker 'MOTR.L' is listed on the London Stock Exchange (LSE), which is the largest and most primary exchange for UK companies like Motorpoint Group Plc. Other options include smaller exchanges or are less directly relevant to a UK company.",2025-02-08 13:24:06.037158
2021-07-19,avahaz,6186,6186.HK,China Feihe,"The ticker '6186.HK' is the best match because it is listed on the Hong Kong Stock Exchange (HKG), which is a larger and more significant exchange compared to the PNK, where 'CFEIY' is listed.",2025-02-08 13:24:06.037158
2021-07-19,kerrygold,WPG.PH,WPG.PH_UNKNOWN,WASHINGTON PRIME GROUP INC,"No matching ticker results are available to determine the best match for 'WASHINGTON PRIME GROUP INC' with ticker 'WPG.PH'. Therefore, I have returned 'WPG.PH_UNKNOWN' indicating no match could be found.",2025-02-08 13:24:06.037158
2021-07-18,Trajan,SFER,0P52.IL,Salvatore Ferragamo SpA,"Salvatore Ferragamo SpA is listed under ticker '0P52.IL' on the IOB exchange, which is the largest exchange among the provided options. This is the closest match to the provided ticker 'SFER', taking into account the exchange size.",2025-02-08 13:24:06.037158
2021-07-17,finn520,EXO,EXO.AS,Exor,"Among the available options, EXO.AS on the AMS (Amsterdam) exchange is the most prominent and reputable exchange. The company name matches 'Exor N.V.', which indicates it is the correct company.",2025-02-08 13:24:06.037158
2021-07-16,Wrangler,ROO,926.F,Deliveroo,"The ticker '926.F' corresponds to 'Deliveroo plc' listed on the Frankfurt Stock Exchange (FRA), which is a major exchange. It is a better match than the other options as the name clearly matches Deliveroo.",2025-02-08 13:24:06.037158
2021-07-16,HighLine09,SWM,MH2.SG,SCHWEITZER-MAUDUIT INTL INC,"Mativ Holdings Inc, traded under MH2.SG on the STU exchange, appears to be the successor or rename of Schweitzer-Mauduit Intl Inc, considering there are no other options given. Selection is based on the available data, assuming a name or ownership change.",2025-02-08 13:24:06.037158
2021-07-15,JohnKimble,NO,CRAYN.OL,Crayon Group,"'CRAYN.OL' matches the company 'Crayon Group Holding ASA' and is listed on OSL (Oslo Stock Exchange), which is typically larger than FRA (Frankfurt Stock Exchange) and DUS (Dusseldorf Stock Exchange).",2025-02-08 13:24:06.037158
2021-07-15,diamond123,SWIR,SWIR_UNKNOWN,SIERRA WIRELESS INC,No ticker options are provided in the results to match with the company name 'SIERRA WIRELESS INC'. Returning 'SWIR_UNKNOWN' as there are no possible matches to evaluate.,2025-02-08 13:24:06.037158
2021-07-14,Lerma525,MM,MM_UNKNOWN,Grupo Mexico Transportes,There were no ticker results provided to evaluate a match.,2025-02-08 13:24:06.037158
2021-07-14,styx1003,LOTZ,LOTZ_UNKNOWN,CARLOTZ INC,"There are no ticker options provided to compare against the company name 'CARLOTZ INC' and ticker 'LOTZ'. Hence, the result is LOTZ_UNKNOWN as no matches could be evaluated.",2025-02-08 13:24:06.037158
2021-07-14,zbeex,GY,IVU.DE,IVU Traffic Technologies AG,"IVU Traffic Technologies AG is a German company, and the ticker 'IVU.DE' is listed on the largest exchange in Germany, the GER (XETRA), which is the primary market for German stocks. Among the options, GER is the most significant exchange.",2025-02-08 13:24:06.037158
2021-07-14,florence99,PRP.L,PRP.L_UNKNOWN,Prime People PLC,"No matching ticker found for Prime People PLC, as the list is empty. Returning 'PRP.L_UNKNOWN' to indicate the absence of relevant results.",2025-02-08 13:24:06.037158
2021-07-13,TheSpiceTrade,ECO.,ECO.TO,ECOSYNTHETIX INC,"The ticker 'ECO.TO' is listed on the Toronto Stock Exchange (TOR), which is typically considered a larger and more prominent exchange compared to the other options provided (STU, PNK, FRA). Therefore, it is selected as the best match for EcoSynthetix Inc.",2025-02-08 13:24:06.037158
2021-07-13,devo791,DRX.,DRX.TO,ADF GROUP INC,"The ticker 'DRX.TO' matches the company name 'ADF Group Inc.' and is listed on the Toronto Stock Exchange (TOR), which is a major exchange compared to the others listed such as FRA, BER, and PNK. Selecting the largest exchange available aligns with the instruction.",2025-02-08 13:24:06.037158
2021-07-13,dr123,MMAC,MMAC_UNKNOWN,MMA CAPITAL HOLDINGS,"The list of results is empty, suggesting no matches were found for the company 'MMA CAPITAL HOLDINGS'. Therefore, the appropriate response is 'MMAC_UNKNOWN'.",2025-02-08 13:24:06.037158
2021-07-12,mfritz,PHLY,PHLY.OL,Philly Shipyard,"Philly Shipyard ASA is listed on multiple exchanges, with the largest exchange being the Oslo Stock Exchange (OSL). The ticker PHLY.OL on OSL is the best match as it directly corresponds to the company name and largest exchange.",2025-02-08 13:24:06.037158
2021-07-12,ChapterTwelveCapital,TGO.,TGO.TO,TERAGO INC,"TGO.TO on the Toronto exchange matches the company name 'TeraGo Inc.' and is listed on a major exchange. The 'TOR' exchange is larger and more prominent than 'PNK', making TGO.TO the best match.",2025-02-08 13:24:06.037158
2021-07-12,Berman,ODET,ODET.PA,Compagnie de l'Odet,"The best matching ticker for 'Compagnie de l'Odet' is 'ODET.PA' because it matches the provided ticker 'ODET' and it is listed on the Paris Stock Exchange (PAR), which is a larger and more relevant exchange for this French company compared to LSE, STU, and PNK.",2025-02-08 13:24:06.037158
2021-07-12,MiamiJoe78,DS,NCI2.MU,DRIVE SHACK INC,"The ticker NCI2.MU is chosen because it is listed on the MUN (Munich Stock Exchange), which is a larger exchange compared to PNK (Pink Sheets). The rest of the options are on the PNK exchange, which is generally considered less formal and suitable for larger listings.",2025-02-08 13:24:06.037158
2021-07-11,fizz808,UNTC,UNTC,UNIT CORP,"The provided ticker 'UNTC' matches 'Unit Corporation' listed on the OQX exchange. This is the exact name given for the company, and there is no indication that the company has been privatized.",2025-02-08 13:24:06.037158
2021-07-11,zyos,MAPA,MAPA.JK,Map Aktif,"The ticker 'MAPA.JK' corresponds to 'PT Map Aktif Adiperkasa Tbk' and is listed on the Jakarta Stock Exchange (JKT), which is the largest exchange available in the given results. Other options are on smaller exchanges or lack name information.",2025-02-08 13:24:06.037158
2021-07-09,JohnKimble,XX.,XX.V,AVANTE LOGIXX INC,"The ticker 'XX.V' on the Vancouver (VAN) exchange closely matches the company name 'AVANTE LOGIXX INC'. None of the other options seem to correspond to the specified company, and the exchange 'VAN' is a significant market. The other symbols are related to different financial products on the Mexican (MEX) exchange.",2025-02-08 13:24:06.037158
2021-07-09,kumiko,WINE,WINE.L,Naked Wines plc,"The best matching ticker for 'Naked Wines plc' is 'WINE.L' listed on the LSE (London Stock Exchange). It is preferable because LSE is a larger and more prominent exchange compared to others where the company is listed, such as the PNK (over-the-counter market) and FRA (Frankfurt Stock Exchange). Although multiple listings exist, choosing the largest exchange ensures higher liquidity and market visibility.",2025-02-08 13:24:06.037158
2021-07-08,fizz808,SPN,PRIVATE,Superior Energy Services,"None of the provided results match 'Superior Energy Services'. The company may have been privatized, as no suitable ticker was found that relates to it.",2025-02-08 13:24:06.037158
