date,author,old_ticker,new_ticker,company_name,reasoning,processed_at
2020-10-19,WKB319,MSGE,MSGE,MADISON SQUARE GARD ENT,The ticker 'MSGE' corresponds to 'Madison Square Garden Entertainment Corp.' which directly matches the company name provided.,2025-02-09 12:09:11.616463
2020-08-23,ChapterTwelveCapital,8YN.F,8YN.F,CURRENCY EXCHANGE INTL CORP,"The ticker '8YN.F' corresponds directly to 'Currency Exchange International, Corp.' This is the only matching ticker found in the provided results, and thus is selected as the best match.",2025-02-09 12:09:11.616463
2020-08-10,Alpinist,ADE.OL,ADE.OL,Adevinta ASA,Adevinta ASA operates in the online classified ads market and is publicly listed on the Oslo Stock Exchange under the ticker symbol ADE.OL.,2025-02-09 12:09:11.616463
2020-08-10,humkae848,BIFF,PRIVATE,Biffa plc,Biffa plc appears to have been privatised and is no longer publicly traded.,2025-02-09 12:09:11.616463
2020-08-06,magundun,NLS,NLS,NAUTILUS INC,"The ticker 'NLS' matches directly with the company name 'NAUTILUS INC', indicating it is a public company and actively traded on an exchange.",2025-02-09 12:09:11.616463
2020-08-02,DO EM GO,CPLP,CPLP,CAPITAL PRODUCT PARTNERS LP,"The ticker CPLP is associated with CAPITAL PRODUCT PARTNERS LP, which suggests it is the correct matching ticker.",2025-02-09 12:09:11.616463
2020-07-30,Helm56,PZN,PZN,PZENA INVESTMENT MANAGEMENT,PZENA INVESTMENT MANAGEMENT is known to be associated with the ticker PZN and matches the company name.,2025-02-09 12:09:11.616463
2020-07-29,Mustang,CVLY,CVLY,CODORUS VALLEY BANCORP,"The ticker 'CVLY' corresponds to 'Codorus Valley Bancorp', which is the official ticker for the company.",2025-02-09 12:09:11.616463
2020-07-29,Houdini,nlab,nlab_UNKNOWN,Enlabs AB,No results appear to match the company 'Enlabs AB' with the ticker 'nlab'.,2025-02-09 12:09:11.616463
2020-07-24,Robot1,MMP,MMP,MAGELLAN MIDSTREAM PRTNRS LP,"MAGELLAN MIDSTREAM PRTNRS LP is a publicly traded company in the midstream energy sector, and the ticker symbol MMP corresponds to it, indicating it is listed on a major exchange.",2025-02-09 12:09:11.616463
2020-07-22,rii136,SHLX,SHLX,SHELL MIDSTREAM PARTNERS LP,"The ticker 'SHLX' matches the company name 'SHELL MIDSTREAM PARTNERS LP' directly, indicating it is the correct matching ticker.",2025-02-09 12:09:11.616463
2020-07-20,jso1123,VIACA,VIACA,VIACOMCBS INC,"The company name 'VIACOMCBS INC' is now known as 'Paramount Global', and the ticker symbol 'VIACA' is aligned with its new branding. Additionally, there are no private or unknown options in the results, so the best match is the existing public ticker.",2025-02-09 12:09:11.616463
2020-07-18,devilwearsprada,143240,143240,Saramin HR Co Ltd,"The company 'Saramin HR Co Ltd' matches perfectly with the ticker '143240', which confirms its public trading status. Therefore, this ticker has been selected.",2025-02-09 12:09:11.616463
2020-07-14,JohnKimble,MIXT,MIXT,MIX TELEMATICS LTD,"The ticker 'MIXT' corresponds directly to MIX Telematics Ltd, which is known to be publicly traded. Therefore, 'MIXT' is selected as it is the correct ticker for this company.",2025-02-09 12:09:11.616463
2020-07-10,Cupmachine314,MAXR,MAXR,MAXAR TECHNOLOGIES INC,"MAXAR TECHNOLOGIES INC is publicly traded under the ticker MAXR on the New York Stock Exchange, and this ticker is the best match based on the company name.",2025-02-09 12:09:11.616463
2020-07-07,tac007,FB,FB,FACEBOOK INC,"FACEBOOK INC is the parent company of Facebook, which operates under the name Meta Platforms, Inc. The ticker symbol 'FB' is historically linked to Facebook, but the company has undergone a rebranding to Meta and has established 'META' as its new ticker. However, since the request is specifically for Facebook Inc and the ticker provided is 'FB', it is appropriate to select 'FB' as it represents the historical significance and familiar association with the company.",2025-02-09 12:09:11.616463
2020-07-07,perspicar744,AKRXQ,AKRXQ,AKORN INC,"AKORN INC is associated with the ticker AKRXQ, which indicates it was listed in a bankruptcy process, suggesting it may not be actively traded. AKRXQ is the best match as there are no other options provided that denote it as private or as a different ticker.",2025-02-09 12:09:11.616463
2020-06-23,cablebeach,HHC,HHC,HOWARD HUGHES CORP,"The ticker 'HHC' corresponds directly to Howard Hughes Corp, indicating a correct match.",2025-02-09 12:09:11.616463
2020-06-18,StuC,SAVE,SAVEQ,SPIRIT AIRLINES INC,"SAVEQ is an OTC market ticker for Spirit Airlines, Inc., while 0L8U.L is on the LSE. However, SAVEQ indicates the closest match to the requested ticker 'SAVE'.",2025-02-09 12:09:11.616463
2020-06-15,Fletch,SGMS,SGMS,SCIENTIFIC GAMES CORP,"SCIENTIFIC GAMES CORP has the ticker SGMS which is a direct match for the provided company name. Therefore, it is the best choice.",2025-02-09 12:09:11.616463
2020-06-10,nychrg,LOV,LOV,SPARK NETWORKS SE,"SPARK NETWORKS SE is publicly traded under the ticker LOV on the NASDAQ, making it the best matching ticker.",2025-02-09 12:09:11.616463
2020-06-08,Archerfish,CIR,CIR,Circassia Group,"The best matching ticker is 'CIR' as it matches the company name 'Circassia Group'. The available tickers '82C.SG' and '82C.BE' are alternate listings of Circassia Group PLC, but since none of these match 'CIR' directly, it is likely that 'CIR' serves as a more recognizable identifier for this company.",2025-02-09 12:09:11.616463
2020-06-05,banjo1055,PBFX,PBFX,PBF LOGISTICS LP,"PBF LOGISTICS LP is publicly traded under the ticker PBFX, making this the best matching ticker.",2025-02-09 12:09:11.616463
2020-05-29,levcap65,WUBA,WUBA,58.COM INC -ADR,"The ticker WUBA directly corresponds to 58.COM INC -ADR, which indicates it is the American Depositary Receipt for the company. It is publicly traded, and hence is the best matching ticker.",2025-02-09 12:09:11.616463
2020-05-28,tdylan409,UNVR,UNVR,UNIVAR SOLUTIONS INC,"UNIVAR SOLUTIONS INC is correctly matched with ticker UNVR, as it represents the company on the public market.",2025-02-09 12:09:11.616463
2020-05-27,Ignaciojnz9,LOG:SM,LOG:SM,Cia de Distribucion Integral Logista Holdings SA,Cia de Distribucion Integral Logista Holdings SA is publicly listed with the ticker LOG on the Spanish stock exchange (Madrid) and therefore LOG:SM is the best match for this company.,2025-02-09 12:09:11.616463
2020-05-24,Alejo Velez,RDS.B,RDS.B,ROYAL DUTCH SHELL PLC,"The ticker 'RDS.B' corresponds to Royal Dutch Shell PLC, which is a publicly traded company. 'RDS.B' specifically represents the B-shares of Royal Dutch Shell, making it the best matching ticker.",2025-02-09 12:09:11.616463
2020-05-20,hawkeye901,LVGO,LVGO,LIVONGO HEALTH INC,LIVONGO HEALTH INC was previously traded under the ticker LVGO before it was acquired by Teladoc Health and subsequently privatized. The effective reason for selecting LVGO is its direct affiliation with the company prior to the acquisition.,2025-02-09 12:09:11.616463
2020-05-19,avalon216,DTG,DTG,Dart Group,"The ticker DTG corresponds directly to the company name 'Dart Group' and is listed on the NYQ exchange, making it the most relevant and largest exchange option available.",2025-02-09 12:09:11.616463
2020-05-18,jgalt,WORK,WORK,SLACK TECHNOLOGIES INC,"SLACK TECHNOLOGIES INC was formerly traded under the ticker symbol WORK on the New York Stock Exchange (NYSE) before being acquired by Salesforce in 2021 and subsequently privatised, which warrants the selection of 'PRIVATE'.",2025-02-09 12:09:11.616463
2020-05-15,yarak775,CTC.A,CTC.A,CANADIAN TIRE CORP -CL A,"The ticker 'CTC.A' corresponds to 'CANADIAN TIRE CORP -CL A', which is a publicly traded company.",2025-02-09 12:09:11.616463
2020-05-12,diamond123,RTIX,RTIX,RTI SURGICAL HOLDINGS INC,"The company name 'RTI SURGICAL HOLDINGS INC' directly corresponds to the ticker 'RTIX', indicating that this is the correct and best match.",2025-02-09 12:09:11.616463
2020-04-30,Biffins,HAFN,HAFN,Hafnia Limited,The ticker 'HAFN' directly matches with 'Hafnia Limited' and is listed on the NYQ exchange. This makes it the best option for a matching ticker.,2025-02-09 12:09:11.616463
2020-04-28,unlimiteddownside,LIVX,LIVX,LIVEXLIVE MEDIA,LIVEXLIVE MEDIA is publicly traded and its ticker symbol is LIVX. This is the best match as there are no other results or indications that it has been privatized.,2025-02-09 12:09:11.616463
2020-04-24,Harden,SDSDO.OL,SDSDO.OL,Standard Drilling,"The ticker 'SDSDO.OL' was provided for Standard Drilling, and no relevant matching tickers were found in the results. The only listed option, 'CY0101550917.SG', is associated with a different exchange and lacks identifiable company information. Therefore, the original ticker is selected.",2025-02-09 12:09:11.616463
2020-04-21,cuyler1903,TWTR,TWTR,TWITTER INC,"The ticker 'TWTR' corresponds to Twitter Inc., which is known for the social media platform of the same name. Despite a period of uncertainty about its public status, as of October 2023, it is best represented by its former public ticker 'TWTR'. Therefore, it matches the criteria for the best selection.",2025-02-09 12:09:11.616463
2020-04-15,Arturo,TGE,TGE,TALLGRASS ENERGY GROUP LP,No matching result for 'TALLGRASS ENERGY GROUP LP'; considering there are unrelated tickers and no signs of privatisation.,2025-02-09 12:09:11.616463
2020-04-14,mrsox977,QUMU,QUMU,QUMU CORP,"QUMU CORP matches the given ticker 'QUMU', indicating that it is a public company and not privatised.",2025-02-09 12:09:11.616463
2020-04-08,torico780,WDR,WDR,Wadell Reed,"The provided ticker 'WDR' corresponds to Wadell Reed, which is currently known for its financial services lineage. It is the best match as there were no alternative tickers provided that would indicate an operational public company.",2025-02-09 12:09:11.616463
2020-03-31,Houdini,MMMB,MMMB,MAMAMANCINI'S HOLDINGS INC,"MMMB is the ticker symbol for MAMAMANCINI'S HOLDINGS INC, which appears to be the only relevant match based on the provided name. No evidence suggests the company has been privatized.",2025-02-09 12:09:11.616463
2020-03-26,jm671,MYOV,MYOV,MYOVANT SCIENCES LTD (MYOV),"MYOV is the ticker symbol for Myovant Sciences Ltd, which matches the provided company name.",2025-02-09 12:09:11.616463
2020-03-25,Ray Palmer,TCO-J,TCO-J,TAUBMAN CENTERS INC,"The ticker TCO-J corresponds to Taubman Centers Inc., which was traded on the New York Stock Exchange (NYSE) before it was privatized in 2020 by a merger with Simon Property Group. Therefore, TCO-J is no longer available as a public trading ticker.",2025-02-09 12:09:11.616463
2020-03-24,moneyball,RUBI,RUBI,RUBICON PROJECT INC,"The ticker RUBI corresponds to Rubicon Project Inc, which is the correct match for the company name provided.",2025-02-09 12:09:11.616463
2020-03-24,pat110,OTELG.OL,OTELG.OL,Otel,"The ticker 'OTELG.OL' matches the company name 'Otel' and is the main listing on the Oslo Stock Exchange, thus it is selected as the best match.",2025-02-09 12:09:11.616463
2020-03-18,pcm983,TECD,TECD,TECH DATA CORP,"The ticker TECD corresponds to Tech Data Corp, indicating it is the best matching option.",2025-02-09 12:09:11.616463
2020-03-15,TRUTH_SEEKER,ETM,ETM,ENTERCOM COMMUNICATIONS CORP,"The ticker 'ETM' is associated with Entercom Communications Corp, a company that is publicly traded.",2025-02-09 12:09:11.616463
2020-03-07,Condor,ALSWF,ALSWF,ABSOLUTE SOFTWARE CORP,"The ticker 'ALSWF' directly corresponds to Absolute Software Corp, indicating that it is the appropriate matching ticker for this company.",2025-02-09 12:09:11.616463
2020-03-04,unbiasedobserver,MMAC,MMAC,MMA CAPITAL HOLDINGS,MMA Capital Holdings is best matched with the ticker MMAC as it directly corresponds to the name of the company and is the only ticker provided.,2025-02-09 12:09:11.616463
2020-02-26,Trajan,L9U.SG,L9U.SG,Digital Value SpA,"The ticker L9U.SG matches exactly with the company name 'Digital Value SpA' and is listed on the STU exchange, which is relevant and corresponds to the company's operations.",2025-02-09 12:09:11.616463
2020-02-25,Shooter McGavin,XPER,XPER,XPERI CORP,"The ticker 'XPER' corresponds directly to 'Xperi Inc.' which matches the company name 'XPERI CORP'. Additionally, 'XPER' is listed on the NYSE, which is a larger exchange compared to the others present in the results.",2025-02-09 12:09:11.616463
2020-02-24,spk1179,CVET,CVET,COVETRUS INC,COVETRUS INC is a public company and the ticker CVET matches the company's name directly.,2025-02-09 12:09:11.616463
2020-02-24,Woolly18,PRSC,PRSC,PROVIDENCE SERVICE CORP,"The provided ticker 'PRSC' matches directly with the company name 'PROVIDENCE SERVICE CORP', indicating it is indeed the correct and best matching ticker symbol.",2025-02-09 12:09:11.616463
2020-02-24,unbiasedobserver,RUBI,RUBI,RUBICON PROJECT INC,"RUBICON PROJECT INC is publicly traded under the ticker RUBI, which indicates it is still listed on the stock market.",2025-02-09 12:09:11.616463
2020-02-23,nilnevik,AXNX,AXNX,Axonics,"The ticker 'AXNX' directly matches the company name 'Axonics', indicating that it is the correct and best matching ticker.",2025-02-09 12:09:11.616463
2020-02-21,zzz007,AMYT,AMYT,Amryt Pharma PLC,The ticker 'AMYT' matches the provided ticker for Amryt Pharma PLC and is listed on the NGM exchange. This is the best matching ticker available.,2025-02-09 12:09:11.616463
2020-02-21,mojoris,GTS,GTS,TRIPLE-S MANAGEMENT CORP,"The provided ticker 'GTS' corresponds to TRIPLE-S MANAGEMENT CORP, which operates within the relevant market segment and matches the company name explicitly.",2025-02-09 12:09:11.616463
2020-02-20,conway968,AMAG,AMAG,AMAG PHARMACEUTICALS INC,"The ticker 'AMAG' is accurately associated with AMAG Pharmaceuticals Inc, which operates in the pharmaceuticals industry and is publicly traded.",2025-02-09 12:09:11.616463
2020-02-18,Ray Palmer,WWE,WWE,World Wrestling Entertainment,"World Wrestling Entertainment is known by the ticker WWE, which is its primary publicly traded symbol on the New York Stock Exchange.",2025-02-09 12:09:11.616463
2020-02-09,issambres839,BSTC,BSTC,BIOSPECIFICS TECHNOLOGIES CP,"The ticker 'BSTC' directly corresponds to BIOSPECIFICS TECHNOLOGIES CP, and since I have no evidence that the company has been privatised or that no matching results appear, I have selected this ticker.",2025-02-09 12:09:11.616463
2020-02-08,greenshoes93,HMTV,HMTV,HEMISPHERE MEDIA GROUP INC,"The provided ticker 'HMTV' directly corresponds to Hemisphere Media Group Inc, indicating it is the correct match.",2025-02-09 12:09:11.616463
2020-02-08,amr504,CDEV,CDEV,CENTENNIAL RES DVLPMNT INC,"The company 'CENTENNIAL RES DVLPMNT INC' matches the ticker 'CDEV', indicating that it is publicly traded and has not been privatized.",2025-02-09 12:09:11.616463
2020-02-06,zeke375,H02.SI,H02.SI,Haw Par,"The ticker H02.SI matches the provided company name 'Haw Par' and is listed on the Singapore Exchange (SES), which is likely the largest exchange available in the provided results. The other option HAWPF is on the Pink Sheets (PNK), which is typically lower in liquidity and visibility.",2025-02-09 12:09:11.616463
2020-02-06,Pridwen,YNDX,YNDX,YANDEX N.V.,"The ticker 'YNDX' corresponds directly to YANDEX N.V., a public company that is actively traded. Therefore, this is the best matching ticker.",2025-02-09 12:09:11.616463
2020-02-06,Pridwen,NNND.F,NNND.F,Tencent Holdings Ltd,"The selected ticker, NNND.F, is the ticker originally provided. It represents Tencent Holdings Limited listed on the FRA exchange, which is broader in reach compared to the other provided tickers.",2025-02-09 12:09:11.616463
2020-02-06,Massif,AOI.TO,AOI.TO,AFRICA OIL CORP,"The ticker 'AOI.TO' is the direct match for 'AFRICA OIL CORP' from the results provided. It is listed on the Toronto Stock Exchange (TOR), which is likely the largest exchange among the options available.",2025-02-09 12:09:11.616463
2020-02-05,Fat_Tony,LUND-B.ST,LUND-B.ST,Lundberg,"LUND-B.ST is the primary ticker symbol listed on the Stockholm Stock Exchange (STO) for L E Lundbergföretagen AB (publ), which is the most relevant and recognized exchange for this company.",2025-02-09 12:09:11.616463
2020-02-04,BTudela16,RICO.L,RICO.L,Ricoh Co LTD,"RICO.L is the ticker symbol for Ricoh Company, Ltd. on the London Stock Exchange, which is a larger exchange compared to the others listed.",2025-02-09 12:09:11.616463
2020-01-31,VI4Life,034950.KQ,034950.KQ,Korea Ratings,"Korea Ratings is listed under the ticker 034950.KQ on the KOSDAQ exchange, which is the correct match based on the company name and ticker provided.",2025-02-09 12:09:11.616463
2020-01-30,pathbska,3492.T,3492.T,Takara Leben Real Estate Investment Corp.,The ticker '3492.T' perfectly matches the company name 'Takara Leben Real Estate Investment Corp.' and is listed on the JPX exchange.,2025-02-09 12:09:11.616463
2020-01-29,gvinvesting,1771.F,1771.F,Nippon Kanryu Industry,"The ticker '1771.F' corresponds directly to Nippon Kanryu Industry Co., Ltd., which matches the provided company name and is the only relevant result found.",2025-02-09 12:09:11.616463
2020-01-28,rc197906,HEAL.JK,HEAL.JK,Medikaloka Hermina,"The company name 'Medikaloka Hermina' matches exactly with the ticker 'HEAL.JK', which belongs to 'PT Medikaloka Hermina Tbk', as per the data provided. Additionally, 'JKT' is the largest exchange option available.",2025-02-09 12:09:11.616463
2020-01-27,mack885,ADRO,ADRO_UNKNOWN,ADURO BIOTECH INC,No results appear to match the company 'ADURO BIOTECH INC' with the provided ticker 'ADRO'.,2025-02-09 12:09:11.616463
2020-01-21,Fenkell,TA.TO,TA.TO,TRANSALTA CORP,"The ticker 'TA.TO' is the primary and direct match for TransAlta Corporation, listed on the Toronto Stock Exchange (TOR), which is the largest exchange among the provided options.",2025-02-09 12:09:11.616463
2020-01-19,northbs123,SYM.DU,SYM.DU,NORTONLIFELOCK INC,"SYM.DU is the ticker symbol associated with NortonLifeLock Inc, matching the company name directly. It is listed on the DUS exchange, which is significant.",2025-02-09 12:09:11.616463
2020-01-14,lpartners,ARG.TO,ARG.TO,AMERIGO RESOURCES LTD,"The ticker 'ARG.TO' directly corresponds to the company 'AMERIGO RESOURCES LTD' and is listed on the Toronto Stock Exchange (TOR), which is the largest exchange available in the results.",2025-02-09 12:09:11.616463
2020-01-14,devo791,LBLTF,LBLTF,LATTICE BIOLOGICS LTD,The ticker 'LBLTF' matches the company name 'Lattice Biologics Ltd.' and is the only available option with this name.,2025-02-09 12:09:11.616463
2020-01-14,rookie964,FVE,FVE,Five Star Senior Living,The ticker FVE corresponds to Five Star Senior Living which operates in the senior living sector.,2025-02-09 12:09:11.616463
2020-01-13,rc197906,KW9A.BE,KW9A.F,Galaxy Entertainment Group,"KW9A.F is on the Frankfurt Stock Exchange (FRA), which is larger than the other exchanges listed (STU, BER, PNK, DUS) for Galaxy Entertainment Group. It closely matches the company name and ticker.",2025-02-09 12:09:11.616463
2020-01-13,dr123,N/A,N/A_UNKNOWN,NOVELION THERAPEUTICS INC,No results appear to match the company 'NOVELION THERAPEUTICS INC'.,2025-02-09 12:09:11.616463
2020-01-13,blmsvalue,013120.KQ,013120.KQ,"Dongwon Development Co., Ltd.","The ticker '013120.KQ' corresponds directly to 'DongWon Development Co.,Ltd.' which matches the company name provided 'Dongwon Development Co., Ltd.'. It is the only relevant ticker listing among the options.",2025-02-09 12:09:11.616463
2020-01-11,MiamiJoe78,DRT.TO,DRT.TO,Dirtt Environmental Solutions Ltd,"The ticker DRT.TO is a direct match for 'Dirtt Environmental Solutions Ltd.' and is listed on the Toronto Stock Exchange (TOR), which is the largest exchange among the provided options.",2025-02-09 12:09:11.616463
2020-01-11,Veritas500,NCMGY,NCMGY,NEWCREST MINING LTD,"NCMGY is the most relevant ticker for NEWCREST MINING LTD as it aligns with the company's name and industry, and it appears to be associated with Newcrest Mining in the US market.",2025-02-09 12:09:11.616463
2020-01-11,Bismarck,TIMA.DE,TIMA.DE,Zeal Network,"TIMA.DE is the ticker for ZEAL Network SE on the German exchange (GER), which is the largest exchange among the results provided.",2025-02-09 12:09:11.616463
2020-01-09,abra399,CBAY,CBAY_UNKNOWN,CYMABAY THERAPEUTICS INC (CBAY),No results appear to match the given company name or ticker.,2025-02-09 12:09:11.616463
2020-01-09,Griffin,COSTL.XC,COSTL.XC,Costain Group PLC,"COSTL.XC is the ticker symbol for Costain Group PLC, and it matches exactly with the company name provided. This selection is considered as it represents the largest exchange where results appear, which is CXE.",2025-02-09 12:09:11.616463
2020-01-07,vincent975,OSG,OSG,OVERSEAS SHIPHOLDING GROUP,The ticker 'OSG' directly corresponds to 'OVERSEAS SHIPHOLDING GROUP'.,2025-02-09 12:09:11.616463
2020-01-06,jhu2000,PRCP,PRCP,PERCEPTRON INC,"The ticker 'PRCP' matches the company name 'PERCEPTRON INC', indicating that it is the correct public ticker for the company.",2025-02-09 12:09:11.616463
2020-01-05,TheEnterprisingInvestor,AAMC,AAMC,ALTISOURCE ASSET MGMT CORP,"The ticker AAMC corresponds directly to the company name 'ALTISOURCE ASSET MGMT CORP', indicating that it is a publicly traded company.",2025-02-09 12:09:11.616463
2020-01-04,VI4Life,036800.KQ,036800.KQ,Nice Information & Telecommunication,"The ticker '036800.KQ' matches the company name 'Nice Information & Telecommunication, Inc.' exactly as listed on the KOE exchange, making it the best match.",2025-02-09 12:09:11.616463
2020-01-02,AlfredJones!,PSI.TO,PSI.TO,PASON SYSTEMS INC,"The ticker 'PSI.TO' matches the company name 'PASON SYSTEMS INC' and is listed on the Toronto Stock Exchange (TOR), which is the primary exchange for this company.",2025-02-09 12:09:11.616463
2020-01-02,ahnuld,ATZ.TO,ATZ.TO,ARITZIA INC,"ATZ.TO represents Aritzia Inc. on the Toronto Stock Exchange (TOR), which is the largest exchange among the provided options.",2025-02-09 12:09:11.616463
2020-01-01,venetian,NWLI,NWLI,NATIONAL WESTERN LIFE GROUP,"The ticker 'NWLI' corresponds directly to NATIONAL WESTERN LIFE GROUP, indicating a direct match between the company name and ticker symbol.",2025-02-09 12:09:11.616463
2019-12-30,vfm343,AEGISLOG.BO,AEGISLOG.BO,Aegis Logistics Ltd,"The provided ticker 'AEGISLOG.BO' matches with the company name 'Aegis Logistics Ltd' and is listed on BSE, which is the largest exchange available in the results.",2025-02-09 12:09:11.616463
2019-12-24,Chevalierd'Aven,ATHXQ,ATHXQ,ATHERSYS INC,"The ticker 'ATHXQ' directly corresponds to 'Athersys, Inc.' and is listed under OEM. No evidence suggests the company has been privatised; hence, ATHXQ is the best match.",2025-02-09 12:09:11.616463
2019-12-24,wanna974,FLT,FLT,FLEETCOR,"FLEETCOR Technologies, Inc. is publicly traded under the ticker symbol FLT on the New York Stock Exchange (NYSE). This suggests it has not been privatized and is the best matching ticker for FLEETCOR.",2025-02-09 12:09:11.616463
2019-12-18,cable888,QEP,QEP_UNKNOWN,QEP RESOURCES INC,No ticker results appear to match the company 'QEP RESOURCES INC'.,2025-02-09 12:09:11.616463
2019-12-18,diamond123,TCL-A.TO,TCL-A.TO,Transcontinental Inc,"TCL-A.TO is the ticker for Transcontinental Inc. on the Toronto Stock Exchange, which is the largest exchange listed among the options provided.",2025-02-09 12:09:11.616463
2019-12-16,rab,PSD.TO,PSD.TO,PULSE SEISMIC INC,"The ticker PSD.TO uniquely corresponds to 'Pulse Seismic Inc.' listed on the Toronto Stock Exchange (TOR), making it the best match for the company name.",2025-02-09 12:09:11.616463
2019-12-16,rajpgokul,BSOFT.NS,BSOFT.NS,Birlasoft,"Birlasoft Limited is listed on the NSE (National Stock Exchange of India) as BSOFT.NS. This is the larger exchange compared to BSE (Bombay Stock Exchange), where it is also listed as BSOFT.BO.",2025-02-09 12:09:11.616463
2019-12-16,rajpgokul,GCO.MC,GCO.MC,Grupo Catalana Occidente,"The best matching ticker is GCO.MC because it directly corresponds to 'Grupo Catalana Occidente' and is listed on the MCE, which is a major exchange for this company.",2025-02-09 12:09:11.616463
2019-12-16,september,3944.T,3944.T,FURUBAYASHI SHIKO,"The only available match is '3944.T' for 'Furubayashi Shiko Co., Ltd.' on the JPX exchange, which perfectly aligns with the provided details.",2025-02-09 12:09:11.616463
2019-12-13,aviclara181,1997.HK,1997.HK,Wharf REIC,"The ticker '1997.HK' matches directly with the company name 'Wharf REIC' which stands for Wharf Real Estate Investment Company Limited, and it is listed on the Hong Kong Stock Exchange (HKG). This is the only result provided.",2025-02-09 12:09:11.616463
2019-12-12,kerrcap,PRAH,PRAH,PRA HEALTH SCIENCES INC,"PRA HEALTH SCIENCES INC is publicly traded under the ticker PRAH on major stock exchanges, primarily the NASDAQ. This makes PRAH the best matching ticker.",2025-02-09 12:09:11.616463
